GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dRotateElement,336,0,24,0,106,0,38,0,26,0
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dCubeElement,335,0,24,0,107,0,38,0,26,0
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dSceneElement,1010,5,62,0,315,1,103,1,72,1
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dSphereElement,335,0,24,0,106,0,38,0,26,0
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dExtrudeElement,336,0,24,0,106,0,38,0,26,0
ODFDOM,org.odftoolkit.odfdom.dom.element.dr3d,Dr3dLightElement,140,0,10,0,46,0,17,0,12,0
ODFDOM,org.odftoolkit.odfdom.dom.element.config,ConfigConfigItemMapNamedElement,67,0,4,0,24,0,9,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.element.config,ConfigConfigItemMapEntryElement,100,21,3,1,32,9,9,3,7,3
ODFDOM,org.odftoolkit.odfdom.dom.element.config,ConfigConfigItemElement,75,21,9,1,23,9,11,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.element.config,ConfigConfigItemSetElement,100,21,3,1,32,9,9,3,7,3
ODFDOM,org.odftoolkit.odfdom.dom.element.config,ConfigConfigItemMapIndexedElement,46,21,3,1,15,9,6,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeAnnotationElement,379,49,23,3,116,18,40,6,28,5
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDocumentSettingsElement,85,10,6,0,29,4,10,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeMetaElement,63,222,1,1,20,68,6,18,5,18
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDdeSourceElement,196,0,14,0,65,0,23,0,16,0
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeFontFaceDeclsElement,21,21,1,1,7,9,3,3,2,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeBinaryDataElement,26,0,2,0,11,0,5,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeMasterStylesElement,53,20,1,1,17,9,5,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDocumentContentElement,112,22,5,1,37,8,12,3,9,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeChangeInfoElement,55,10,2,0,17,4,6,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeImageElement,34,5,2,0,13,1,5,1,4,1
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeSettingsElement,21,21,1,1,7,9,3,3,2,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeSpreadsheetElement,299,23,8,0,95,8,26,3,22,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDocumentStylesElement,72,10,6,0,25,4,9,2,6,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeScriptsElement,34,21,1,1,11,9,4,3,3,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDocumentMetaElement,85,10,6,0,29,4,10,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeScriptElement,54,0,4,0,19,0,8,0,6,0
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDatabaseElement,99,5,2,0,32,2,10,1,9,1
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeFormsElement,87,25,6,0,28,8,9,4,6,4
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeBodyElement,96,21,1,1,30,8,9,3,8,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDocumentElement,214,0,8,0,70,0,22,0,18,0
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeStylesElement,382,71,1,1,120,24,24,6,23,6
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeEventListenersElement,54,10,2,0,19,4,5,2,4,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeDrawingElement,216,10,2,0,69,4,17,2,16,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficePresentationElement,264,26,2,0,84,9,20,3,19,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeTextElement,826,47,5,1,252,15,57,5,54,5
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeChartElement,216,10,2,0,69,3,17,2,16,2
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeAutomaticStylesElement,173,20,1,1,54,9,13,3,12,3
ODFDOM,org.odftoolkit.odfdom.dom.element.office,OfficeAnnotationEndElement,7,47,2,2,3,17,3,5,1,5
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleScaleToPagesAttribute,35,0,0,0,15,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLayoutGridBaseWidthAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontSizeComplexAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLayoutGridModeAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePositionAttribute,35,10,4,0,12,4,9,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRfcLanguageTagComplexAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRotationAlignAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleVerticalAlignAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontPitchComplexAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextAutospaceAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLeaderStyleAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWrapDynamicThresholdAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineWidthAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFootnoteMaxHeightAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughStyleAttribute.Value,128,0,4,0,17,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRunThroughAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLayoutGridRubyBelowAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLengthAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineSpacingAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontNameAsianAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRunThroughAttribute.Value,25,37,4,0,4,7,3,3,1,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleScriptComplexAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleProtectAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextScaleAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineWidthAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePositionAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleScriptTypeAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextCombineEndCharAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineStyleAttribute.Value,128,0,4,0,17,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRotationAlignAttribute.Value,84,0,4,0,13,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughColorAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLegendExpansionAttribute.Value,84,0,4,0,13,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextRotationScaleAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleBackgroundTransparencyAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextEmphasizeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleShadowAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontPitchAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontFamilyGenericAsianAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontPitchAsianAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLetterKerningAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDiagonalTlBrAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNameAttribute,11,10,0,0,5,3,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDataStyleNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughWidthAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleStyleAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleGlyphOrientationVerticalAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleAutoTextIndentAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRelWidthAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLanguageComplexAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleSnapToLayoutGridAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontSizeRelAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePaperTrayNameAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleMirrorAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontFamilyGenericAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineModeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleBaseCellAddressAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughModeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDiagonalBlTrWidthsAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLayoutGridLinesAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFlowWithTextAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRelColumnWidthAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDisplayAttribute,40,10,4,0,15,4,9,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontSizeRelAsianAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePrintContentAttribute,35,0,0,0,15,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleClassAttribute,11,10,0,0,5,3,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleHeightAttribute,26,10,4,0,9,4,7,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleVerticalPosAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleNameComplexAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRelWidthAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleCellProtectAttribute.Value,84,0,4,0,13,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineHeightAtLeastAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleListLevelAttribute,35,0,0,0,15,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleComplexAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWritingModeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineStyleAttribute.Value,128,0,4,0,17,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTabStopDistanceAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineTypeAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineStyleAttribute.Value,128,0,4,0,17,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineTypeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontFamilyAsianAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWrapAttribute.Value,117,0,4,0,16,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNumFormatAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNumSuffixAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleAsianAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNumPrefixAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleUseOptimalRowHeightAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLegendExpansionAspectRatioAttribute,35,0,0,0,15,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLanguageAsianAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughTypeAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineColorAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLeaderWidthAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontFamilyGenericAsianAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontSizeRelComplexAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRepeatAttribute,35,10,4,0,12,4,9,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleUseWindowFontColorAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFilterNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontAdornmentsAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineModeAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontFamilyGenericComplexAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextRotationScaleAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOverlineTypeAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextCombineStartCharAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleConditionAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleOverflowBehaviorAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleHorizontalRelAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleColorAttribute,26,10,4,0,9,3,7,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleVerticalAlignAttribute,32,13,4,0,11,5,8,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleNameAsianAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDisplayNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextOutlineAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePunctuationWrapAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineTypeAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextAlignSourceAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextEmphasizeAttribute.Value,117,0,4,0,16,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleJustifySingleWordAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePrintAttribute,30,0,0,0,11,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWritingModeAttribute.Value,128,0,4,0,17,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTableCenteringAttribute.Value,84,0,4,0,13,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineBreakAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineModeAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNumLetterSyncAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleJoinBorderAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontNameAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLayoutGridBaseHeightAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWritingModeAutomaticAttribute,35,0,0,0,15,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleBorderLineWidthRightAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextAlignSourceAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughColorAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDiagonalTlBrWidthsAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRepeatAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineWidthAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLeaderTextAttribute,26,10,4,0,9,4,7,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextLineThroughTypeAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleMayBreakBetweenRowsAttribute,22,13,0,0,10,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleProtectAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePrintPageOrderAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFamilyAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontPitchAsianAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleWidthAttribute,8,13,0,0,4,4,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleBorderLineWidthLeftAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleVerticalPosAttribute.Value,95,0,4,0,14,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontStyleAsianAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLeaderWidthAttribute.Value,106,0,4,0,15,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleUseOptimalColumnWidthAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleApplyStyleNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextUnderlineColorAttribute.Value,51,0,4,0,10,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineStyleAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRotationAngleAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDynamicSpacingAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleListStyleNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLineBreakAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontReliefAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleNextStyleNameAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StylePageUsageAttribute,35,10,4,0,12,4,9,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleGlyphOrientationVerticalAttribute,20,10,0,0,8,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleBorderLineWidthAttribute,8,13,0,0,4,5,4,3,4,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontWeightAsianAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextPositionAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleScriptTypeAttribute.Value,84,0,4,0,13,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLengthAttribute,59,0,4,0,22,0,13,0,11,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleLeaderTypeAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleColumnWidthAttribute,11,10,0,0,5,4,5,2,5,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRfcLanguageTagAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDirectionAttribute,30,0,0,0,12,0,9,0,9,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextBlinkingAttribute,25,10,0,0,11,4,7,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleDirectionAttribute.Value,62,0,4,0,11,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleAdjustmentAttribute,35,10,4,0,12,4,9,2,7,2
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFirstPageNumberAttribute,44,0,0,0,18,0,11,0,11,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleRelHeightAttribute,17,13,0,0,7,5,6,3,6,3
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleScaleToAttribute,21,0,0,0,9,0,7,0,7,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleTextCombineAttribute.Value,73,0,4,0,12,0,6,0,4,0
ODFDOM,org.odftoolkit.odfdom.dom.attribute.style,StyleFontCharsetComplexAttribute,8,13,0,0,4,5,4,3,4,3
